year	month	data-type	region	extent	area	time
2021	11	Goddard	S	15.04	10.45	2021.875
2021	12	Goddard	N	12.15	10.74	2021.95833333333
2021	12	Goddard	S	9.24	5.48	2021.95833333333
2022	1	NRTSI-G	N	13.88	12.22	2022.04166666667
2022	1	NRTSI-G	S	3.86	2.38	2022.04166666667
2022	2	NRTSI-G	N	14.61	12.86	2022.125
2022	2	NRTSI-G	S	2.16	1.35	2022.125
2022	3	NRTSI-G	N	14.59	12.73	2022.20833333333
2022	3	NRTSI-G	S	2.82	1.83	2022.20833333333
2022	4	NRTSI-G	N	14.04	12.42	2022.29166666667
2022	4	NRTSI-G	S	5.89	4.21	2022.29166666667
2022	5	NRTSI-G	N	12.88	11.06	2022.375
2022	5	NRTSI-G	S	9.32	7.23	2022.375
